GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
WHO_REGIONS,AMR,Region of the Americas,2001,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,2001,MEASLES,Measles,"per 1,000,000 total population",0.7
WHO_REGIONS,AMR,Region of the Americas,2001,MUMPS,Mumps,"per 1,000,000 total population",62.1
WHO_REGIONS,AMR,Region of the Americas,2001,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,2001,PERTUSSIS,Pertussis,"per 1,000,000 total population",18.0
WHO_REGIONS,AMR,Region of the Americas,2001,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
WHO_REGIONS,AMR,Region of the Americas,2001,RUBELLA,Rubella,"per 1,000,000 total population",30.8
WHO_REGIONS,AMR,Region of the Americas,2001,TTETANUS,Total tetanus,"per 1,000,000 total population",1.9
WHO_REGIONS,AMR,Region of the Americas,2001,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,2000,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,AMR,Region of the Americas,2000,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,2000,MEASLES,Measles,"per 1,000,000 total population",2.1
WHO_REGIONS,AMR,Region of the Americas,2000,MUMPS,Mumps,"per 1,000,000 total population",85.0
WHO_REGIONS,AMR,Region of the Americas,2000,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,2000,PERTUSSIS,Pertussis,"per 1,000,000 total population",22.8
WHO_REGIONS,AMR,Region of the Americas,2000,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.1
WHO_REGIONS,AMR,Region of the Americas,2000,RUBELLA,Rubella,"per 1,000,000 total population",52.0
WHO_REGIONS,AMR,Region of the Americas,2000,TTETANUS,Total tetanus,"per 1,000,000 total population",2.1
WHO_REGIONS,AMR,Region of the Americas,2000,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,1999,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,AMR,Region of the Americas,1999,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,1999,MEASLES,Measles,"per 1,000,000 total population",3.9
WHO_REGIONS,AMR,Region of the Americas,1999,MUMPS,Mumps,"per 1,000,000 total population",320.8
WHO_REGIONS,AMR,Region of the Americas,1999,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1999,PERTUSSIS,Pertussis,"per 1,000,000 total population",27.8
WHO_REGIONS,AMR,Region of the Americas,1999,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1999,RUBELLA,Rubella,"per 1,000,000 total population",75.7
WHO_REGIONS,AMR,Region of the Americas,1999,TTETANUS,Total tetanus,"per 1,000,000 total population",1.3
WHO_REGIONS,AMR,Region of the Americas,1999,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,AMR,Region of the Americas,1998,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,AMR,Region of the Americas,1998,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
WHO_REGIONS,AMR,Region of the Americas,1998,MEASLES,Measles,"per 1,000,000 total population",17.8
WHO_REGIONS,AMR,Region of the Americas,1998,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1998,PERTUSSIS,Pertussis,"per 1,000,000 total population",33.5
WHO_REGIONS,AMR,Region of the Americas,1998,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1998,RUBELLA,Rubella,"per 1,000,000 total population",170.8
WHO_REGIONS,AMR,Region of the Americas,1998,TTETANUS,Total tetanus,"per 1,000,000 total population",2.8
WHO_REGIONS,AMR,Region of the Americas,1998,YFEVER,Yellow fever,"per 1,000,000 total population",0.4
WHO_REGIONS,AMR,Region of the Americas,1997,CRS,Congenital rubella syndrome,"per 10,000 live births",0.1
WHO_REGIONS,AMR,Region of the Americas,1997,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.1
WHO_REGIONS,AMR,Region of the Americas,1997,MEASLES,Measles,"per 1,000,000 total population",67.3
WHO_REGIONS,AMR,Region of the Americas,1997,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1997,PERTUSSIS,Pertussis,"per 1,000,000 total population",22.1
WHO_REGIONS,AMR,Region of the Americas,1997,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1997,RUBELLA,Rubella,"per 1,000,000 total population",165.9
WHO_REGIONS,AMR,Region of the Americas,1997,TTETANUS,Total tetanus,"per 1,000,000 total population",0.9
WHO_REGIONS,AMR,Region of the Americas,1997,YFEVER,Yellow fever,"per 1,000,000 total population",0.3
WHO_REGIONS,AMR,Region of the Americas,1996,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.3
WHO_REGIONS,AMR,Region of the Americas,1996,MEASLES,Measles,"per 1,000,000 total population",2.4
WHO_REGIONS,AMR,Region of the Americas,1996,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1996,PERTUSSIS,Pertussis,"per 1,000,000 total population",23.0
WHO_REGIONS,AMR,Region of the Americas,1996,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1996,TTETANUS,Total tetanus,"per 1,000,000 total population",2.9
WHO_REGIONS,AMR,Region of the Americas,1996,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,AMR,Region of the Americas,1995,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1995,MEASLES,Measles,"per 1,000,000 total population",8.4
WHO_REGIONS,AMR,Region of the Americas,1995,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1995,PERTUSSIS,Pertussis,"per 1,000,000 total population",30.1
WHO_REGIONS,AMR,Region of the Americas,1995,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1995,TTETANUS,Total tetanus,"per 1,000,000 total population",2.3
WHO_REGIONS,AMR,Region of the Americas,1995,YFEVER,Yellow fever,"per 1,000,000 total population",2.0
WHO_REGIONS,AMR,Region of the Americas,1994,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.2
WHO_REGIONS,AMR,Region of the Americas,1994,MEASLES,Measles,"per 1,000,000 total population",31.4
WHO_REGIONS,AMR,Region of the Americas,1994,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1994,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.6
WHO_REGIONS,AMR,Region of the Americas,1994,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1994,TTETANUS,Total tetanus,"per 1,000,000 total population",2.7
WHO_REGIONS,AMR,Region of the Americas,1994,YFEVER,Yellow fever,"per 1,000,000 total population",0.4
WHO_REGIONS,AMR,Region of the Americas,1993,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1993,MEASLES,Measles,"per 1,000,000 total population",77.0
WHO_REGIONS,AMR,Region of the Americas,1993,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1993,PERTUSSIS,Pertussis,"per 1,000,000 total population",34.1
WHO_REGIONS,AMR,Region of the Americas,1993,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1993,TTETANUS,Total tetanus,"per 1,000,000 total population",2.9
WHO_REGIONS,AMR,Region of the Americas,1993,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1992,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,AMR,Region of the Americas,1992,MEASLES,Measles,"per 1,000,000 total population",137.2
WHO_REGIONS,AMR,Region of the Americas,1992,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1992,PERTUSSIS,Pertussis,"per 1,000,000 total population",26.2
WHO_REGIONS,AMR,Region of the Americas,1992,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1992,TTETANUS,Total tetanus,"per 1,000,000 total population",3.2
WHO_REGIONS,AMR,Region of the Americas,1992,YFEVER,Yellow fever,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1991,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1991,MEASLES,Measles,"per 1,000,000 total population",218.1
WHO_REGIONS,AMR,Region of the Americas,1991,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1991,PERTUSSIS,Pertussis,"per 1,000,000 total population",27.3
WHO_REGIONS,AMR,Region of the Americas,1991,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1991,TTETANUS,Total tetanus,"per 1,000,000 total population",3.7
WHO_REGIONS,AMR,Region of the Americas,1991,YFEVER,Yellow fever,"per 1,000,000 total population",0.7
WHO_REGIONS,AMR,Region of the Americas,1990,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.2
WHO_REGIONS,AMR,Region of the Americas,1990,MEASLES,Measles,"per 1,000,000 total population",304.4
WHO_REGIONS,AMR,Region of the Americas,1990,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1990,PERTUSSIS,Pertussis,"per 1,000,000 total population",52.9
WHO_REGIONS,AMR,Region of the Americas,1990,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1990,TTETANUS,Total tetanus,"per 1,000,000 total population",4.4
WHO_REGIONS,AMR,Region of the Americas,1990,YFEVER,Yellow fever,"per 1,000,000 total population",0.4
WHO_REGIONS,AMR,Region of the Americas,1989,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.5
WHO_REGIONS,AMR,Region of the Americas,1989,MEASLES,Measles,"per 1,000,000 total population",194.4
WHO_REGIONS,AMR,Region of the Americas,1989,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1989,PERTUSSIS,Pertussis,"per 1,000,000 total population",48.1
WHO_REGIONS,AMR,Region of the Americas,1989,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1989,TTETANUS,Total tetanus,"per 1,000,000 total population",5.0
WHO_REGIONS,AMR,Region of the Americas,1989,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1988,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.0
WHO_REGIONS,AMR,Region of the Americas,1988,MEASLES,Measles,"per 1,000,000 total population",191.5
WHO_REGIONS,AMR,Region of the Americas,1988,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1988,PERTUSSIS,Pertussis,"per 1,000,000 total population",36.6
WHO_REGIONS,AMR,Region of the Americas,1988,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1988,TTETANUS,Total tetanus,"per 1,000,000 total population",5.6
WHO_REGIONS,AMR,Region of the Americas,1988,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1987,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.6
WHO_REGIONS,AMR,Region of the Americas,1987,MEASLES,Measles,"per 1,000,000 total population",221.0
WHO_REGIONS,AMR,Region of the Americas,1987,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1987,PERTUSSIS,Pertussis,"per 1,000,000 total population",49.9
WHO_REGIONS,AMR,Region of the Americas,1987,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1987,TTETANUS,Total tetanus,"per 1,000,000 total population",6.5
WHO_REGIONS,AMR,Region of the Americas,1987,YFEVER,Yellow fever,"per 1,000,000 total population",1.1
WHO_REGIONS,AMR,Region of the Americas,1986,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",3.6
WHO_REGIONS,AMR,Region of the Americas,1986,MEASLES,Measles,"per 1,000,000 total population",337.2
WHO_REGIONS,AMR,Region of the Americas,1986,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1986,PERTUSSIS,Pertussis,"per 1,000,000 total population",70.2
WHO_REGIONS,AMR,Region of the Americas,1986,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1986,TTETANUS,Total tetanus,"per 1,000,000 total population",7.2
WHO_REGIONS,AMR,Region of the Americas,1986,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1985,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",4.9
WHO_REGIONS,AMR,Region of the Americas,1985,MEASLES,Measles,"per 1,000,000 total population",300.9
WHO_REGIONS,AMR,Region of the Americas,1985,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1985,PERTUSSIS,Pertussis,"per 1,000,000 total population",84.3
WHO_REGIONS,AMR,Region of the Americas,1985,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1985,TTETANUS,Total tetanus,"per 1,000,000 total population",8.4
WHO_REGIONS,AMR,Region of the Americas,1985,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,AMR,Region of the Americas,1984,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",5.4
WHO_REGIONS,AMR,Region of the Americas,1984,MEASLES,Measles,"per 1,000,000 total population",310.4
WHO_REGIONS,AMR,Region of the Americas,1984,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1984,PERTUSSIS,Pertussis,"per 1,000,000 total population",95.6
WHO_REGIONS,AMR,Region of the Americas,1984,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1984,TTETANUS,Total tetanus,"per 1,000,000 total population",9.4
WHO_REGIONS,AMR,Region of the Americas,1984,YFEVER,Yellow fever,"per 1,000,000 total population",0.5
WHO_REGIONS,AMR,Region of the Americas,1983,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.3
WHO_REGIONS,AMR,Region of the Americas,1983,MEASLES,Measles,"per 1,000,000 total population",213.9
WHO_REGIONS,AMR,Region of the Americas,1983,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1983,PERTUSSIS,Pertussis,"per 1,000,000 total population",95.5
WHO_REGIONS,AMR,Region of the Americas,1983,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1983,TTETANUS,Total tetanus,"per 1,000,000 total population",9.4
WHO_REGIONS,AMR,Region of the Americas,1983,YFEVER,Yellow fever,"per 1,000,000 total population",0.3
WHO_REGIONS,AMR,Region of the Americas,1982,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.5
WHO_REGIONS,AMR,Region of the Americas,1982,MEASLES,Measles,"per 1,000,000 total population",243.4
WHO_REGIONS,AMR,Region of the Americas,1982,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1982,PERTUSSIS,Pertussis,"per 1,000,000 total population",156.8
WHO_REGIONS,AMR,Region of the Americas,1982,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1982,TTETANUS,Total tetanus,"per 1,000,000 total population",10.0
WHO_REGIONS,AMR,Region of the Americas,1982,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
WHO_REGIONS,AMR,Region of the Americas,1981,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.6
WHO_REGIONS,AMR,Region of the Americas,1981,MEASLES,Measles,"per 1,000,000 total population",406.4
WHO_REGIONS,AMR,Region of the Americas,1981,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,AMR,Region of the Americas,1981,PERTUSSIS,Pertussis,"per 1,000,000 total population",182.0
WHO_REGIONS,AMR,Region of the Americas,1981,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1981,TTETANUS,Total tetanus,"per 1,000,000 total population",10.1
WHO_REGIONS,AMR,Region of the Americas,1981,YFEVER,Yellow fever,"per 1,000,000 total population",1.3
WHO_REGIONS,AMR,Region of the Americas,1980,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",9.1
WHO_REGIONS,AMR,Region of the Americas,1980,MEASLES,Measles,"per 1,000,000 total population",422.2
WHO_REGIONS,AMR,Region of the Americas,1980,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
WHO_REGIONS,AMR,Region of the Americas,1980,PERTUSSIS,Pertussis,"per 1,000,000 total population",202.7
WHO_REGIONS,AMR,Region of the Americas,1980,POLIO,Poliomyelitis,"per 1,000,000 <15 population",
WHO_REGIONS,AMR,Region of the Americas,1980,TTETANUS,Total tetanus,"per 1,000,000 total population",11.6
WHO_REGIONS,AMR,Region of the Americas,1980,YFEVER,Yellow fever,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,CRS,Congenital rubella syndrome,"per 10,000 live births",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,MEASLES,Measles,"per 1,000,000 total population",122.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,MUMPS,Mumps,"per 1,000,000 total population",27.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,PERTUSSIS,Pertussis,"per 1,000,000 total population",5.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,RUBELLA,Rubella,"per 1,000,000 total population",6.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,TYPHOID,Typhoid,"per 1,000,000 total population",41.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2023,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,CRS,Congenital rubella syndrome,"per 10,000 live births",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",2.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,MEASLES,Measles,"per 1,000,000 total population",80.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,MUMPS,Mumps,"per 1,000,000 total population",17.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,PERTUSSIS,Pertussis,"per 1,000,000 total population",2.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,RUBELLA,Rubella,"per 1,000,000 total population",4.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,TYPHOID,Typhoid,"per 1,000,000 total population",19.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2022,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,CRS,Congenital rubella syndrome,"per 10,000 live births",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",1.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,MEASLES,Measles,"per 1,000,000 total population",39.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,MUMPS,Mumps,"per 1,000,000 total population",10.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,PERTUSSIS,Pertussis,"per 1,000,000 total population",8.8
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,RUBELLA,Rubella,"per 1,000,000 total population",4.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,TTETANUS,Total tetanus,"per 1,000,000 total population",7.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,TYPHOID,Typhoid,"per 1,000,000 total population",7.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2021,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,CRS,Congenital rubella syndrome,"per 10,000 live births",0.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,INVASIVE_MENING,Invasive meningococcal disease,"per 1,000,000 total population",3.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,MEASLES,Measles,"per 1,000,000 total population",10.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,MUMPS,Mumps,"per 1,000,000 total population",7.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,PERTUSSIS,Pertussis,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,POLIO,Poliomyelitis,"per 1,000,000 <15 population",2.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,RUBELLA,Rubella,"per 1,000,000 total population",1.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,TTETANUS,Total tetanus,"per 1,000,000 total population",1.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,TYPHOID,Typhoid,"per 1,000,000 total population",16.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2020,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,MEASLES,Measles,"per 1,000,000 total population",26.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,MUMPS,Mumps,"per 1,000,000 total population",39.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,PERTUSSIS,Pertussis,"per 1,000,000 total population",3.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,RUBELLA,Rubella,"per 1,000,000 total population",3.7
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,TTETANUS,Total tetanus,"per 1,000,000 total population",1.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,TYPHOID,Typhoid,"per 1,000,000 total population",11.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2019,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",5.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,MEASLES,Measles,"per 1,000,000 total population",88.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,MUMPS,Mumps,"per 1,000,000 total population",100.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,NTETANUS,Neonatal tetanus,per 1000 live births,0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,PERTUSSIS,Pertussis,"per 1,000,000 total population",5.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,RUBELLA,Rubella,"per 1,000,000 total population",2.3
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,TTETANUS,Total tetanus,"per 1,000,000 total population",0.4
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,TYPHOID,Typhoid,"per 1,000,000 total population",3.5
WHO_REGIONS,EMR,Eastern Mediterranean Region,2018,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.9
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017,MEASLES,Measles,"per 1,000,000 total population",53.1
WHO_REGIONS,EMR,Eastern Mediterranean Region,2017,MUMPS,Mumps,"per 1,000,000 total population",197.3
